,addr,ruler,lat,lon,num_rooms,num_floor,num_price,text,dominant_topic,topic_percentage_contrib,sale_category,house_prices,currency,house_prices_usd
739,Northern av ,one hundred and ten square metres,40.21684455,44.58285289,3 room,"  6/9 , new construction ","Rent-1,500$/month",Northern av  three room one hundred and ten square metres  floor sixth/ninth   new construction  Rent-1500$/month apartment area rent th floor storey new residential buildin North AVenue The apartment fully repaired unique design beautiful illumination The entrance door metallic window modern plastic one installed air conditioner floor wooden Provided constant water gas Cable TV internet connection available The heating centarlized The kitchen bathroom tiled equipped sanitary ware All room furnished moder new furniture Underground parking provided ,2.0,0.9876999855041504,Rent,1500.0,$,1500.0
740,Mashtots avenue,fifty square metres,40.1853981,44.51200104,2 room,"  13/13 , new construction ","Sale-150,000$",Mashtots avenue two room fifty square metres  floor thirteenth/thirteenth   new construction  Sale-150000$ This bedroom apartment occupying last floor story building located Mashtots Downtown Yerevan curretnly All utility available Additionally internet cable TV provided This home renovated never furnished never lived air conditioning installed Outdoor parking WhatsApp Telegram Grigor ,2.0,0.9836000204086304,Sale,150000.0,$,150000.0
741,Northern av ,one hundred and seventy-five square metres,40.18201349,44.51361733,4 room,"  2/7 , new construction ","Rent-1,500$/month",Northern av  four room one hundred and seventy-five square metres  floor second/seventh   new construction  Rent-1500$/month A newly renovated apartment occupying nd floor storey building currently rent It located downtown Pushkin Teryan crossroad adjacent Northern Avenue The total area apartment The house equipped air conditioning Centralized heating system installed Home appliance available The apartment designed according latest trend All room uniquely furnished Cable TV Internet available There two open balcony All entertainment center located nearby ,2.0,0.9879000186920166,Rent,1500.0,$,1500.0
742,Northern av ,one hundred square metres,40.18076276,44.5148602,2 room,"  4/10 , new construction ","Rent-1,000$/month",Northern av  two room one hundred square metres  floor fourth/tenth   new construction  Rent-1000$/month One bedroom apartment Northern avenue near Republic Square currently rent It cover area occupies th floor new residential storey building The apartment renovated All room furnished equipped necessary appliance Cable TV Internet available The building round clock security system In case short term rent price change The building service fee AMD ,2.0,0.9861000180244446,Rent,1000.0,$,1000.0
743,Mashtots avenue,sixty-eight square metres,40.18220101,44.50741705,2 room,  6/11 ,"Sale-150,000$",Mashtots avenue two room sixty-eight square metres  floor sixth/eleventh  Sale-150000$ One bedroom apartment Mashtots Amiryan crossroad currently sale long term rent It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony available Supermarket Sas bank branch bus stop located nearby ,2.0,0.9839000105857849,Sale,150000.0,$,150000.0
744,Abovyan,fifty square metres,40.18237769,44.51726751,2 room,  3/6 ,Rent-600$/month,Abovyan two room fifty square metres  floor third/sixth  Rent-600$/month Single apartment area rent rd floor storey residential building Abovyan street The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor covered laminate Provided constant water gas Heating gas boiler The kitchen bathroom tiled equipped sanitary ware All room furnished The apartment open balcony beatiful view Cable TV internet connection available There outdoor parking car yard All necessary shop nearby ,2.0,0.8321999907493591,Rent,600.0,$,600.0
745,Northern av ,two hundred and thirty-five square metres,40.18301089,44.51475696,5 room,"  6/10 , new construction ","Rent-1,700$/month",Northern av  five room two hundred and thirty-five square metres  floor sixth/tenth   new construction  Rent-1700$/month situ concrete renovated furnished open balcony new wiring metal door euro window hardwood flooring air conditioner appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas internet cable tv centralized heating underground parking elevator building bathroom balcony bedroom ,0.0,0.8982999920845032,Rent,1700.0,$,1700.0
746,Northern av ,one hundred and twenty square metres,40.18385485,44.51451644,2 room,"  8/8 , new construction ",Rent-800$/month,Northern av  two room one hundred and twenty square metres  floor eighth/eighth   new construction  Rent-800$/month One bedroom apartment Northern Avenue next Opera House currently rent It cover area occupies th floor new building All necessary shop located The apartment newly renovated Centralized heating system installed along air conditioner bathroom necessary appliance available The apartment furnished comfy furniture All day round security system installed The building elevator ,2.0,0.9846000075340271,Rent,800.0,$,800.0
747,Vardanants,two hundred square metres,40.1755238,44.51987664,4 room,"  21/23 , new construction ","Rent-3,000$/month",Vardanants four room two hundred square metres  floor twenty-first/twenty-third   new construction  Rent-3000$/month Three bedroom apartment Vardanants Khanjyan crossroad next flea market Vernissage currently rent It cover area occupies th floor new building The apartment newly renovated Centralized heating system installed along air conditioner Each bedroom separate bathroom Thanks spacious panoramic window living room bedroom enjoy beautiful view city The apartment furnished comfortable modern furniture one bedroom furnished furnished request Security system installed The building also security booth ,2.0,0.8306000232696533,Rent,3000.0,$,3000.0
748,Arami,one hundred and twenty square metres,40.18327595,44.50860241,4 room,"  4/13 , new construction ","Rent-1,300$/month",Arami four room one hundred and twenty square metres  floor fourth/thirteenth   new construction  Rent-1300$/month Three bedroom apartment Aram Mashtots crossroad near Charents museum currently rent It cover area occupies th floor new residential storey building The apartment renovated Centralized heating conditioning system installed Underground parking provided ,2.0,0.98089998960495,Rent,1300.0,$,1300.0
749,Buzand,one hundred and forty-six square metres,40.17998184,44.51201784,4 room,"  3/14 , new construction ","Rent-1,500$/month",Buzand four room one hundred and forty-six square metres  floor third/fourteenth   new construction  Rent-1500$/month Three bedroom luxurious apartment Buzand street currently rent It cover area occupies rd floor new residential storey building The apartment renovated All room furnished equipped necessary appliance Centralized heating system installed An open balcony available ,2.0,0.9822999835014343,Rent,1500.0,$,1500.0
750,Tamanyan,one hundred and thirty square metres,40.18959047,44.51540069,3 room,"  8/12 , new construction ","Rent-1,200$/month",Tamanyan three room one hundred and thirty square metres  floor eighth/twelfth   new construction  Rent-1200$/month For rent elegant interior lighting apartment area nd floor storey new residential building Tamanyan street close Cascade The apartment fully repaired populated The entrance door metallic window modern plastic one floor wooden Provided constant water gas Cable TV internet connection available Heated gas boiler The kitchen bathroom tiled equipped sanitary ware All room furnished modern furniture Outdoor parking provided The price includes building service ,2.0,0.9358999729156494,Rent,1200.0,$,1200.0
751,A  Isahakyan,one hundred and eighty square metres,40.18866758,44.51888702,4 room,  4/4 ,"Sale-380,000$",A  Isahakyan four room one hundred and eighty square metres  floor fourth/fourth  Sale-380000$ Three bedroom luxurious spacious duplex apartment street near cafe Lorange cinema KinoNairi currently rent sale It cover area occupies rd floor storey building The apartment fully renovated Local heating system installed All room nicely furnished equipped necessary appliance Cable TV Internet available The apartment open balcony Open air parking allocated car ,2.0,0.9858999848365784,Sale,380000.0,$,380000.0
752,Northern av ,two hundred square metres,40.18247111,44.51475642,4 room,"  10/13 , new construction ","Rent-2,500$/month",Northern av  four room two hundred square metres  floor tenth/thirteenth   new construction  Rent-2500$/month Three bedroom spacious beautiful apartment Northern avenue currently long term rent It cover area occupies th floor new residential storey building The apartment fully renovated Centralized heating system installed All room nicely furnished Inbuilt wardrobe available There open balcony nice view towards avenue Underground parking allocated car All necessary shop entertainment center located nearby ,2.0,0.987500011920929,Rent,2500.0,$,2500.0
753,Tamanyan,one hundred square metres,40.18878372,44.5157631,3 room,  3/5 ,Rent-800$/month,Tamanyan three room one hundred square metres  floor third/fifth  Rent-800$/month Two bedroom apartment Tamanyan street Cascade currently rent It cover area occupies rd floor storey building The apartment fully renovated Local heating system air conditioner installed All room nicely furnished equipped necessary appliance The building elevator In case short term rental price changed ,2.0,0.9811999797821045,Rent,800.0,$,800.0
754,Italy,one hundred and sixty square metres,40.17501269,44.50767436,3 room,"  5/6 , new construction ","Rent-1,000$/month",Italy three room one hundred and sixty square metres  floor fifth/sixth   new construction  Rent-1000$/month Two bedroom spacious apartment Italy street near hotel Congress currently rent It cover area occupies th floor new residential storey building The apartment renovated Air conditioner installed There open balcony view towards yard street The apartment furnished equipped necessary appliance Cable TV Internet installed Numerous entertainment center Republic Square Gabriel Sundukyan theater located nearby The rent price includes service fee building ,2.0,0.9878000020980835,Rent,1000.0,$,1000.0
755,Tumanyan St ,two hundred and sixteen square metres,40.18696313,44.51067399,3 room,  3/3 ,"Rent-1,000$/month",Tumanyan St  three room two hundred and sixteen square metres  floor third/third  Rent-1000$/month apartment area long short term rental th floor storey stone building Tumanyan street The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden Provided constant water gas Cable TV internet connection available Heated gas boiler The kitchen bathroom tiled equipped sanitary ware All room furnished The building security system Outdoor parking provided All necessary shop nearby ,2.0,0.8865000009536743,Rent,1000.0,$,1000.0
756,Bayron,seventy-eight square metres,40.18632432,44.51802121,3 room,  2/5 ,Rent-800$/month,Bayron three room seventy-eight square metres  floor second/fifth  Rent-800$/month Two bedroom apartment Bayron street near Swan Lake currently long term daily rent It cover area occupies nd floor storey building The apartment fully renovated Local heating system air conditioner installed All room nicely furnished Inbuilt wardrobe available Open air parking allocated car All necessary shop entertainment center located nearby ,2.0,0.9858999848365784,Rent,800.0,$,800.0
757,Vardanants,one hundred and fifty square metres,40.17503624,44.5202925,3 room,"  5/22 , new construction ","Rent-2,000$/month",Vardanants three room one hundred and fifty square metres  floor fifth/twenty-second   new construction  Rent-2000$/month This bedroom apartment occupying th floor story building located Vardanants street fo Downtown Yerevan currently rent Al utility available Additionally internet satellite cable Tv provided THe home fully renovated furnished air conditioning installed Underground parking available ,2.0,0.7409999966621399,Rent,2000.0,$,2000.0
758,Arami,one hundred and eighty square metres,40.18048421,44.51240735,4 room,"  5/12 , new construction ","Rent-1,500$/month",Arami four room one hundred and eighty square metres  floor fifth/twelfth   new construction  Rent-1500$/month This bedroom apartment occupying th floor story building located Arami street Downton Yerevan currently rent All utility available home renovated furnished air conditioning installed Outdoor parking available ,2.0,0.9786999821662903,Rent,1500.0,$,1500.0
759,Amiryan,two hundred and forty square metres,40.18215284,44.50547414,5 room,"  4/12 , new construction ","Rent-2,500$/month",Amiryan five room two hundred and forty square metres  floor fourth/twelfth   new construction  Rent-2500$/month Four bedroom spacious apartment Amiryan street near State Institute Theater Cinematography currently rent It cover area occupies th floor new residential storey building The apartment fully renovated Local heating system air conditioner installed All room nicely furnished equipped necessary appliance Inbuilt wardrobe available Cable TV Internet installed The apartment large balcony wonderful view towards whole city Underground parking allocated car ,2.0,0.9886000156402588,Rent,2500.0,$,2500.0
760,Northern av ,one hundred and fifty square metres,40.1817348,44.51504427,4 room,"  6/12 , new construction ","Rent-2,400$/month",Northern av  four room one hundred and fifty square metres  floor sixth/twelfth   new construction  Rent-2400$/month Three bedroom luxurious apartment heart city Northern avenue currently long term rent It cover area occupies th floor new residential storey building The apartment fully renovated according latest European standard All room nicely furnished equipped necessary appliance Centralized heating conditioning system installed There entrance room balcony nice view towards whole city ,2.0,0.9872999787330627,Rent,2400.0,$,2400.0
761,Verin Antarain,one hundred and ten square metres,40.19646336,44.50868187,4 room,"  5/5 , new construction ",Rent-onrequest,Verin Antarain four room one hundred and ten square metres  floor fifth/fifth   new construction  Rent-onrequest On th floor new building rent beautifully renovated spacious apartment modern elegant furniture Area sqm located Verin Antarain street The heating system individual air conditioning installed The open balcony offer wonderful view Mount Ararat entire city The house located one best new area city Nearby entertainment venue Cascade complex ,1.0,0.817799985408783,Rent,0.0,,0.0
762,Verin Antarain,one hundred and six square metres,40.19476188,44.50955348,3 room,"  2/5 , new construction ",Rent-900$/month,Verin Antarain three room one hundred and six square metres  floor second/fifth   new construction  Rent-900$/month apartment area rent nd floor storey new residential building Located Verin Antarayin The apartment fully repaired The entrance door metallic window modern plastic one installed air conditioner floor wooden covered laminate The apartment French balcony Provided constant water gas The kitchen bathroom tiled equipped sanitary ware All room furnished modern furniture There wardrobe hallway kitchen Parking provided courtyard The building security system ,2.0,0.6919999718666077,Rent,900.0,$,900.0
763,D  Demirchyan,sixty-eight square metres,40.18715799,44.50739902,2 room,  5/5 ,Rent-600$/month,D  Demirchyan two room sixty-eight square metres  floor fifth/fifth  Rent-600$/month One bedroom apartment street currently rent It cover area occupies th floor storey building The apartment renovated Local heating system air conditioner installed All room furnished equipped necessary appliance Cable TV Internet installed From open balcony nice view towards city observed Numerous shop educational establishment located nearby ,2.0,0.9853000044822693,Rent,600.0,$,600.0
764,Vardanants,one hundred and seventy square metres,40.17557504,44.52036508,4 room,"  5/23 , new construction ","Rent-1,700$/month",Vardanants four room one hundred and seventy square metres  floor fifth/twenty-third   new construction  Rent-1700$/month Three bedroom spacious apartment Vardanants Khanjyan crossroad near Vernisage currently rent It cover area occupies th floor new residential storey building The apartment renovated yet uninhabited Local heating system air conditioner installed The apartment open balcony nice view towards mountain Masis All room furnished equipped necessary appliance Underground parking allocated car In case short term long term rental price change accordingly ,2.0,0.9890000224113464,Rent,1700.0,$,1700.0
765,Abovyan,one hundred and forty-two square metres,40.18237769,44.51726751,3 room,"  8/15 , new construction ","Rent-1,700$/month",Abovyan three room one hundred and forty-two square metres  floor eighth/fifteenth   new construction  Rent-1700$/month Two bedroom spacious apartment Tumanyan Abovyan crossroad currently rent It cover area occupies th floor new residential storey building The apartment renovated Centralized heating conditioning system installed The kitchen furnished An open balcony available Moscow cinema boulangerie Baguette Co Pizza Toria restaurant well numerous brand shop bank branch cafe restaurant located nearby ,2.0,0.9869999885559082,Rent,1700.0,$,1700.0
766,Mashtots avenue,ninety square metres,40.17931676,44.50633463,3 room,  5/5 ,Rent-700$/month,Mashtots avenue three room ninety square metres  floor fifth/fifth  Rent-700$/month Two bedroom apartment Mashtots Khorenatsi crossroad far Blue Mosque currently long term rent It cover area occupies th floor storey building The apartment renovated Local heating system air conditioner installed All room furnished equipped necessary appliance Cable TV Internet installed An open balcony available Grand Candy confectionery shop supermarket Yerevan City museum modern art various bank branch located nearby ,2.0,0.7353000044822693,Rent,700.0,$,700.0
767,D  Demirchyan,one hundred and sixty square metres,40.19030224,44.50662673,3 room,"  12/14 , new construction ","Rent-1,400$/month",D  Demirchyan three room one hundred and sixty square metres  floor twelfth/fourteenth   new construction  Rent-1400$/month Two bedroom sunny spacious apartment street far Lovers park currently long term rent It cover area occupies th floor new residential storey building The apartment renovated All room furnished equipped necessary appliance Centralized heating system air conditioner installed There inbuilt wardrobe corridor A jacuzzi installed The apartment two open balcony Underground parking allocated car National Assembly Chekhov school metro station Baghramyan located nearby ,2.0,0.9883999824523926,Rent,1400.0,$,1400.0
768,Pushkin,one hundred and thirty square metres,40.18597243,44.50874445,4 room,"  8/10 , new construction ","Rent-1,500$/month",Pushkin four room one hundred and thirty square metres  floor eighth/tenth   new construction  Rent-1500$/month Three bedroom apartment Pushkin Saryan crossroad near supermarket Noq Zovq currently rent It cover area occupies th floor new residential storey building The apartment newly renovated Local heating system air conditioner installed Inbuilt wardrobe available The apartment sale alongside new furniture Schools Aregnazan N Saint Zoravor Church well cafe restaurant located nearby ,2.0,0.9876000285148621,Rent,1500.0,$,1500.0
769,Buzand,one hundred and sixty-five square metres,40.18323505,44.50645247,4 room,"  12/16 , new construction ","Rent-2,200$/month",Buzand four room one hundred and sixty-five square metres  floor twelfth/sixteenth   new construction  Rent-2200$/month For rent а luxury apartment area sqm th floor new building Buzand street near Malibu park The apartment completely renovated inhabited Central heating cooling underfloor heating Each bedroom private bathroom The apartment open balcony offer wonderful view Cascade Opera House whole city The apartment furnished new furniture necessary appliance Near house place recreation entertainment newly built underground passage Mashtots Avenue The building security system underground parking The rental price per month depending rental period ,1.0,0.8108000159263611,Rent,2200.0,$,2200.0
770,Buzand,one hundred and eight square metres,40.18050485,44.51058454,3 room,"  14/16 , new construction ","Rent-1,100$/month",Buzand three room one hundred and eight square metres  floor fourteenth/sixteenth   new construction  Rent-1100$/month situ concrete renovated sunny furnished open balcony new wiring new water tube metal door euro window laminate flooring air conditioner appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas natural gas boiler outdoor parking elevator building balcony storage room bedroom ,0.0,0.98580002784729,Rent,1100.0,$,1100.0
771,Buzand,one hundred and twenty square metres,40.18087947,44.51024495,3 room,"  10/14 , new construction ","Rent-1,300$/month",Buzand three room one hundred and twenty square metres  floor tenth/fourteenth   new construction  Rent-1300$/month Two bedroom apartment Buzand street currently rent It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony nice view whole city available The apartment rent together underground parking spot All necessary shop entertainment place located nearby Garbage carried The building also day round security service ,2.0,0.9872999787330627,Rent,1300.0,$,1300.0
772,Sasna Tsrer 2,ninety square metres,40.214228,44.490771,3 room,"  12/15 , new construction ",Rent-850$/month,Sasna Tsrer 2 three room ninety square metres  floor twelfth/fifteenth   new construction  Rent-850$/month Two bedroom apartment Sasna Tsrer street currently rent It cover area occupies th floor new building The apartment newly renovated Centralized heating system installed An open spacious balcony french balcony available Security system installed The building also playground ,2.0,0.5889000296592712,Rent,850.0,$,850.0
773,M  Baghramyan ave ,one hundred square metres,40.19198704,44.51176994,3 room,"  4/8 , new construction ","Rent-1,300$/month",M  Baghramyan ave  three room one hundred square metres  floor fourth/eighth   new construction  Rent-1300$/month For rent chic design solution apartment area sqm th floor building Baghramyan Street next Parliament The apartment completely renovated inhabited local heating air conditioning system installed floor covered laminate tile Both bathroom tiled equipped plumbing fixture One bedroom master bathroom dressing room There closet open balcony beautiful view The apartment comfortably furnished equipped Bosch household appliance accessory The building security system intercom Nearby park shop bank cafe entertainment venue ,0.0,0.5554999709129333,Rent,1300.0,$,1300.0
774,Arami,sixty-five square metres,40.17744843,44.51717261,2 room,"  6/14 , new construction ",Rent-900$/month,Arami two room sixty-five square metres  floor sixth/fourteenth   new construction  Rent-900$/month For rent bright studio apartment area th floor new monolithic building Arami Street near Malibu park The apartment completely renovated beautifully furnished modern style equipped household appliance accessory closet The heating centralized air conditioning installed floor covered laminate bathroom lined European tile equipped plumbing The apartment open balcony The house elevator security system Banks shop entertainment center located nearby The rental price may vary depending length stay ,1.0,0.9883999824523926,Rent,900.0,$,900.0
775,Argishti,one hundred and fifty-one square metres,40.17434375,44.50174279,4 room,"  11/16 , new construction ","Sale-280,000$",Argishti four room one hundred and fifty-one square metres  floor eleventh/sixteenth   new construction  Sale-280000$ For sale rent spacious apartment lighting Argishti Street near Republic Square th floor new building The total area apartment sqm completely renovated help designer furnished expensive furniture equipped appliance accessory panoramic window local heating system remote control air conditioner installed floor covered heated press granite Both bathroom tiled equipped plumbing laundry room dressing room wardrobe open balcony beautiful view gorge Mattresses production The apartment provided individual security system The house elevator security cleaning service ,1.0,0.9897000193595886,Sale,280000.0,$,280000.0
776,Komitas ave ,sixty-six square metres,40.20118973,44.49678651,2 room,  8/9 ,"Sale-95,000$",Komitas ave  two room sixty-six square metres  floor eighth/ninth  Sale-95000$ For sale rent apartment area sqm th floor panel building Komitas Avenue near Ameria Bank The apartment completely renovated local heating system installed floor covered laminate The bathroom tiled equipped plumbing fixture The apartment furnished equipped household appliance accessory Internet cable TV The building elevator playground courtyard ,0.0,0.9848999977111816,Sale,95000.0,$,95000.0
777,Griboyedov,eighty square metres,40.20686848,44.51399467,3 room,  5/5 ,"Sale-83,000$",Griboyedov three room eighty square metres  floor fifth/fifth  Sale-83000$ This bedroom apartment occupying top floor story building located Griboyedov Arabkir Yerevan currently All utility viable Additionally internet cable Tv available This apartment fully renovated furnished Outdoor parking available ,2.0,0.6636000275611877,Sale,83000.0,$,83000.0
778,V Papazyan,ninety-four square metres,40.20586993,44.50078215,4 room,  2/7 ,"Sale-108,000$",V Papazyan four room ninety-four square metres  floor second/seventh  Sale-108000$ For sale rent apartment area sqm nd floor building special project Vahram Papazyan Street The apartment completely renovated local heating system installed floor covered parquet laminate tile The bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped modern household appliance There outdoor indoor balcony The building elevator Nearby Yeritsyan Brothers supermarket bank shop cafe Sold part furniture ,0.0,0.987500011920929,Sale,108000.0,$,108000.0
779,Buzand,one hundred and eight square metres,40.18069238,44.51042372,3 room,"  14/16 , new construction ","Rent-1,200$/month",Buzand three room one hundred and eight square metres  floor fourteenth/sixteenth   new construction  Rent-1200$/month Two bedroom apartment heart city Buzand Koghbatsi crossroad currently rent It cover area occupies th floor new residential storey building The apartment newly renovated Centralized heating system air conditioner installed An open balcony available All room furnished equipped necessary shop entertainment center located nearby ,2.0,0.9847999811172485,Rent,1200.0,$,1200.0
780,Dzorap,two hundred and sixty-five square metres,40.18330988,44.4977488,5 room,"  13/14 , new construction ",Rent-onrequest,Dzorap five room two hundred and sixty-five square metres  floor thirteenth/fourteenth   new construction  Rent-onrequest For rent bright spacious apartment area sqm th floor new monolithic building Dzorap Street near Nairi medical center The apartment completely renovated unique design solution furnished expensive furniture Stained glass window installed floor covered parquet granite Heating cooling system centralized The bedroom adjacent bathroom lined granite equipped plumbing There closet There open balcony spacious terrace impressive view The house elevator security system work Underground parking available additional cost ,1.0,0.9887999892234802,Rent,0.0,,0.0
781,Arami,one hundred and ten square metres,40.1848403,44.5065218,3 room,"  9/13 , new construction ","Rent-1,700$/month",Arami three room one hundred and ten square metres  floor ninth/thirteenth   new construction  Rent-1700$/month For rent bright apartment area sqm Arami street th floor new monolithic building The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Both bathroom kitchen tiled equipped plumbing fixture There open balcony beautiful view The apartment tastefully furnished equipped The building security system Nearby Malibu Park shop entertainment venue ,1.0,0.8194000124931335,Rent,1700.0,$,1700.0
782,Pushkin 3  apt  17,one hundred and eight square metres,40.17979813,44.51649857,4 room,  9/12 ,Rent-700$/month,Pushkin 3  apt  17 four room one hundred and eight square metres  floor ninth/twelfth  Rent-700$/month The entirely renovated apartment long short stay located building Pushkin near Sakharov Square Vitamine club The flat furnished equipped accept eight people An air conditioner heating system installed There parking space yard Renting house one access Republic Square number shop fun center bank center ,2.0,0.9832000136375427,Rent,700.0,$,700.0
783,M Saryan 26  apt  10,ninety-six square metres,40.18370056,44.50400162,4 room,  5/9 ,Rent-800$/month,M Saryan 26  apt  10 four room ninety-six square metres  floor fifth/ninth  Rent-800$/month Large comfortable apartment lovely open balcony fully fitted open kitchen spase rent th floor storied building close crossing Amiryan str All utility gas central heating availabel flat convininet layout Current price includes home applaiences furniture Nearby school kindergarten supermarket lovely park several store ,0.0,0.5087000131607056,Rent,800.0,$,800.0
784,Hin Erevantsi 2  apt  94,seventy-five square metres,40.18255542,44.51570436,3 room,"  9/11 , new construction ",Rent-650$/month,Hin Erevantsi 2  apt  94 three room seventy-five square metres  floor ninth/eleventh   new construction  Rent-650$/month apartment rent th floor new storied building behind Cactus restaurant close Northern Avenue All utility gas central heating available Open kitchen space fully fitted Nearby scholl supermarket etc ,2.0,0.5141000151634216,Rent,650.0,$,650.0
785,Tumanyan St  1  apt  2,fifty square metres,40.17859928,44.5225352,2 room,  2/5 ,Rent-500$/month,Tumanyan St  1  apt  2 two room fifty square metres  floor second/fifth  Rent-500$/month A two room apartment rent crossroad Tumanyan Khanjyan street It situated nd floor storey residential building The apartment repaired latest European standard It provided constant water gas heated gas boiler The apartment furnished modern comfortable furniture The kitchen toilet tiled In front building place parking car All necessary shop activity place nearby ,2.0,0.9681000113487244,Rent,500.0,$,500.0
786,Sayat Nova ave  40,eighty-six square metres,40.17743469,44.5262602,3 room,"  16/17 , new construction ","Rent-1,300$/month",Sayat Nova ave  40 three room eighty-six square metres  floor sixteenth/seventeenth   new construction  Rent-1300$/month This bedroom apartment occupying th floor story building located Downtown Yerevan currently rent All utility available This home fully renovated furnished air conditioning installed Outdoor parking available ,2.0,0.9772999882698059,Rent,1300.0,$,1300.0
787,Y Koghbatsi,sixty square metres,40.18318239,44.51230786,3 room,  9/9 ,Rent-700$/month,Y Koghbatsi three room sixty square metres  floor ninth/ninth  Rent-700$/month Two bedroom apartment Koghbatsi Pushkin crossroad near music school Tchaykovskiy currently long term daily rent It cover area occupies th floor storey building The apartment renovated Local heating system installed All room furnished equipped necessary appliance Cable TV Internet installed The Northern avenue numerous cafe restaurant shop located nearby ,2.0,0.9857000112533569,Rent,700.0,$,700.0
788,Northern av ,one hundred and fifty square metres,40.18376759,44.51458293,3 room,"  6/8 , new construction ",Rent-onrequest,Northern av  three room one hundred and fifty square metres  floor sixth/eighth   new construction  Rent-onrequest Two bedroom apartment Northern avenue currently rent It cover area occupies th floor new residential storey building The apartment fully renovated Local heating system installed All room furnished Cable Tv Internet available There inbuilt wardrobe corridor kitchen The apartment open balcony view Swan Lake Northern avenue Underground parking allocated car ,2.0,0.9865999817848206,Rent,0.0,,0.0
789,Buzand,one hundred and twenty square metres,40.17987763,44.51189773,3 room,"  4/15 , new construction ","Rent-1,700$/month",Buzand three room one hundred and twenty square metres  floor fourth/fifteenth   new construction  Rent-1700$/month This bedroom apartment area currently sale Occupying th floor story building located Buzand street apartment fully renovated furnished modern window air conditioning installed All utility available well internet connection cable TV Underground parking provided ,2.0,0.9818999767303467,Rent,1700.0,$,1700.0
790,Pushkin,forty square metres,40.18439159,44.51065867,1 room,  4/5 ,Rent-400$/month,Pushkin one room forty square metres  floor fourth/fifth  Rent-400$/month Studio apartment Mashtots Pushkin crossroad currently long term rent It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony view street available The apartment furnished equipped home appliance Restaurant KFC bank branch pharmacy bus stop located nearby ,2.0,0.9854999780654907,Rent,400.0,$,400.0
791,Northern av ,six hundred and eighty square metres,40.18096647,44.51403364,4 room,"  9/9 , new construction ","Sale-2,500,000$",Northern av  four room six hundred and eighty square metres  floor ninth/ninth   new construction  Sale-2500000$ bedroom unique spacious apartment Northern Avenue next Opera House Swan Lake currently sale It cover area occupies th floor new building The living space apartment cover area terrace cover area The apartment fully renovated according latest European standard All room panoramic window separate bathroom Centralized heating air conditioning system installed All room kitchen furnished modern original furniture full inbuilt wardrobe The apartment also laundry room separate wardrobe ,2.0,0.8539000153541565,Sale,2500000.0,$,2500000.0
792,Teryan 66,one hundred and ninety-two square metres,40.18795403,44.52147604,4 room,"  10/13 , new construction ","Sale-720,000$",Teryan 66 four room one hundred and ninety-two square metres  floor tenth/thirteenth   new construction  Sale-720000$ Three bedroom spacious apartment Teryan street building Debenhams shop currently sale It cover area occupies th floor new residential storey apartment renovated Centralized heating conditioning system installed All room furnished equipped necessary appliance Inbuilt wardrobe available The building round clock security system Underground parking allocated car A close swimming pool gym offered resident building free charge The park supermarket SAS school Yerevan State Medical University shop cafe restaurant theatre entertainment center located nearby ,2.0,0.9900000095367432,Sale,720000.0,$,720000.0
793,Buzand 17,thirty-eight square metres,40.17986606,44.51152602,2 room,"  9/14 , new construction ",Rent-650$/month,Buzand 17 two room thirty-eight square metres  floor ninth/fourteenth   new construction  Rent-650$/month One bedroom cozy apartment downtown Buzand Teryan crossroad currently long term daily rent It cover area occupies th floor new residential storey building The apartment renovated yet uninhabited Centralized heating conditioning system installed All room furnished equipped necessary appliance Tableware bed linen provided Cable TV Internet installed Numerous shop entertainment center located nearby In case short term rental price change ,2.0,0.9889000058174133,Rent,650.0,$,650.0
794,Khorenatsi,forty-seven square metres,40.17319472,44.51039951,2 room,"  4/13 , new construction ","Sale-130,000$",Khorenatsi two room forty-seven square metres  floor fourth/thirteenth   new construction  Sale-130000$ One bedroom apartment Khorenatsi street next Republic Square English park currently sale long term daily rent It cover area occupies th floor new building The apartment newly renovated yet uninhabited Local heating system installed alongside air conditioner The apartment furnished new comfortable furniture equipped modern appliance It necessary comfortable living location building allows get entertainment place shop interesting place city center without spending extra time ,2.0,0.9851999878883362,Sale,130000.0,$,130000.0
795,Vardanants 18 2,ninety square metres,40.175417,44.519886,3 room,"  5/23 , new construction ",Rent-850$/month,Vardanants 18 2 three room ninety square metres  floor fifth/twenty-third   new construction  Rent-850$/month For rent а beautifully decorated apartment sqm th floor new building intersection Vardanants Khanjyan street near Vernissage Heating provided centralized system cooling air conditioner The open balcony offer beautiful view city The apartment furnished modern furniture appliance The building security system employee Underground parking provided apartment ,1.0,0.9837999939918518,Rent,850.0,$,850.0
